body_temperature,breed_type,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,faecal_consistency,health_status
38.6,Normal Breed,21.2,38,11076,4.2,3,71,2.9,14.0,4.7,4,ideal,healthy
39.6,Normal Breed,5.1,14,5004,7.2,2,44,2.1,16.0,3.0,3,Fresh blood in faeces,unhealthy
39.7,Normal Breed,10.1,14,5004,7.2,2,56,2.3,14.9,5.3,2,Black faeces,unhealthy
39.5,Cross Breed,8.1,14,5004,7.2,3,52,1.3,15.7,3.6,1,Black faeces,unhealthy
39.6,Normal Breed,5.1,14,5004,7.2,5,44,1.8,16.4,3.2,3,extremely firm,unhealthy
38.9,Cross Breed,5.1,18,5004,4.2,5,69,3.0,13.4,5.3,2,ideal,unhealthy
39.4,Cross Breed,10.7,14,5004,7.2,5,45,2.1,16.0,6.1,3,very liquid faeces,unhealthy
40.0,Normal Breed,25.3,26,5004,4.3,3,39,1.3,15.9,6.1,2,ideal,healthy
38.0,Normal Breed,21.3,37,11777,3.6,3,76,2.8,14.9,6.0,2,ideal,healthy
38.5,Normal Breed,26.2,40,11423,4.0,3,69,3.1,14.2,6.4,4,ideal,healthy
39.7,Normal Breed,5.1,14,5004,6.9,3,42,1.3,16.1,4.1,3,Black faeces,unhealthy
38.3,Normal Breed,14.0,49,11013,4.2,2,77,1.6,15.4,7.0,1,ideal,healthy
39.7,Normal Breed,8.2,14,5004,7.2,2,43,1.3,16.4,4.9,2,extremely firm,unhealthy
38.4,Cross Breed,21.2,16,10756,3.8,3,79,4.0,14.3,6.1,3,Black faeces,healthy
39.9,Cross Breed,7.5,14,5057,7.2,3,45,1.9,16.3,3.0,2,extremely firm,unhealthy
38.2,Normal Breed,21.4,42,11143,3.5,1,83,1.7,13.2,4.3,3,ideal,healthy
40.4,Cross Breed,9.4,14,5004,7.2,5,44,2.0,15.2,3.2,1,Fresh blood in faeces,unhealthy
38.3,Cross Breed,9.4,25,5687,3.8,2,78,2.6,13.3,4.1,1,ideal,healthy
39.7,Cross Breed,10.6,19,5852,7.1,2,53,2.8,16.4,3.4,4,Fresh blood in faeces,healthy
38.1,Cross Breed,12.1,28,11891,3.8,3,81,2.7,14.2,6.5,3,ideal,healthy
38.5,Cross Breed,19.8,46,11500,3.3,3,49,2.3,14.4,5.3,4,ideal,healthy
38.1,Normal Breed,10.1,31,11694,3.9,2,80,3.5,13.9,3.4,3,ideal,healthy
39.1,Cross Breed,9.0,14,5004,6.8,3,49,1.3,16.4,4.5,2,very liquid faeces,unhealthy
39.3,Cross Breed,11.2,15,5631,6.5,3,56,1.5,16.4,3.7,2,Black faeces,unhealthy
39.4,Cross Breed,5.1,14,5004,7.2,3,49,1.7,16.4,3.0,1,Fresh blood in faeces,unhealthy
40.1,Normal Breed,9.2,14,6227,6.9,2,50,2.5,15.0,4.3,2,very liquid faeces,unhealthy
38.3,Normal Breed,25.6,28,11886,4.0,5,75,2.1,13.0,5.7,4,ideal,healthy
38.6,Normal Breed,6.3,35,12378,3.2,5,73,2.7,13.5,4.3,3,Black faeces,healthy
39.9,Cross Breed,12.0,14,5004,6.8,2,53,1.7,16.4,3.0,2,very liquid faeces,unhealthy
38.3,Normal Breed,24.2,34,12106,3.6,3,71,2.2,14.0,6.6,2,ideal,healthy
38.6,Normal Breed,23.7,37,10742,4.2,5,64,2.4,14.1,6.6,3,ideal,healthy
39.9,Cross Breed,6.3,14,5004,7.2,3,48,1.8,16.4,3.6,1,Black faeces,unhealthy
38.6,Normal Breed,8.0,23,10647,2.8,5,83,4.0,14.4,4.6,3,ideal,healthy
39.9,Cross Breed,13.1,14,5231,5.9,2,48,1.3,16.4,3.6,3,Black faeces,unhealthy
38.5,Cross Breed,9.0,20,5004,4.5,3,83,2.8,13.6,3.0,3,ideal,unhealthy
38.0,Cross Breed,19.8,22,12867,4.5,3,81,3.1,13.8,4.8,3,ideal,healthy
39.4,Normal Breed,15.2,19,12220,6.7,5,52,2.3,16.4,5.5,2,extremely firm,unhealthy
38.5,Cross Breed,11.2,26,11087,4.1,5,75,3.0,14.3,4.4,2,ideal,healthy
38.1,Normal Breed,12.3,15,11214,4.0,3,83,2.3,14.3,4.4,2,Black faeces,unhealthy
39.8,Normal Breed,5.1,17,5669,4.9,3,50,2.3,15.4,3.0,3,ideal,unhealthy
39.7,Cross Breed,9.8,16,5004,6.6,3,46,1.9,16.4,5.3,2,Fresh blood in faeces,unhealthy
39.5,Normal Breed,8.6,14,5340,6.8,2,46,1.3,16.4,3.2,3,Fresh blood in faeces,unhealthy
40.1,Normal Breed,7.3,14,5004,7.2,2,41,1.3,16.4,3.0,3,Fresh blood in faeces,unhealthy
39.2,Normal Breed,8.6,19,5004,7.1,5,53,1.3,16.4,4.1,2,Black faece,unhealthy
40.1,Cross Breed,5.1,14,5004,7.2,5,55,1.6,15.6,3.4,3,Black faeces,unhealthy
38.5,Cross Breed,14.8,34,11427,5.0,5,58,3.9,13.7,5.2,3,ideal,healthy
39.2,Cross Breed,5.1,14,5004,6.5,5,51,1.3,16.4,3.1,3,extremely firm,unhealthy
38.3,Cross Breed,10.6,49,11399,3.4,3,78,1.7,12.2,5.6,2,ideal,healthy
40.1,Normal Breed,5.9,15,5004,7.2,2,43,1.4,16.4,3.5,3,ideal,unhealthy
38.4,Normal Breed,10.6,21,11865,4.5,2,83,2.5,14.7,5.6,3,ideal,healthy
39.6,Normal Breed,10.2,38,11675,4.3,2,78,2.4,13.7,4.9,2,ideal,unhealthy
39.3,Cross Breed,9.5,21,11070,6.8,2,55,1.3,16.0,3.1,1,extremely firm,unhealthy
39.0,Cross Breed,18.7,37,10570,4.3,2,54,2.7,14.0,4.8,2,ideal,healthy
38.0,Normal Breed,17.3,42,11531,2.8,5,82,4.6,14.4,4.2,2,ideal,healthy
38.5,Normal Breed,13.6,30,10593,4.1,5,58,1.7,13.4,5.7,3,ideal,healthy
38.8,Normal Breed,23.9,29,10744,3.6,5,83,2.0,15.0,7.0,3,ideal,healthy
39.8,Cross Breed,13.7,14,5947,6.6,5,72,1.4,15.9,6.2,3,very liquid faeces,unhealthy
39.6,Cross Breed,5.1,14,5004,7.2,2,48,1.3,16.3,4.4,3,Fresh blood in faeces,unhealthy
38.1,Normal Breed,26.5,30,11387,4.5,2,77,2.1,12.9,5.3,3,ideal,healthy
38.1,Cross Breed,19.4,44,12186,4.3,5,83,2.3,13.3,4.3,3,ideal,healthy
38.8,Normal Breed,12.0,19,10478,3.8,1,83,2.4,14.9,7.0,3,very liquid faeces,healthy
38.6,Normal Breed,12.7,38,11825,3.5,2,40,3.1,13.5,4.0,2,ideal,healthy
39.1,Normal Breed,5.1,14,5004,7.2,4,46,1.5,16.4,3.4,2,very liquid faeces,unhealthy
40.2,Cross Breed,12.3,24,10689,7.2,5,45,1.5,13.7,5.4,2,Fresh blood in faeces,healthy
38.7,Normal Breed,15.7,36,10677,3.7,5,70,1.6,13.5,5.5,2,ideal,healthy
40.4,Normal Breed,10.3,14,5004,7.2,5,49,2.1,16.4,3.0,2,very liquid faeces,unhealthy
38.4,Normal Breed,25.2,40,11160,4.2,3,80,3.7,13.9,5.2,3,ideal,healthy
38.4,Normal Breed,12.6,34,10818,4.1,5,57,3.5,14.3,5.4,3,ideal,healthy
38.4,Cross Breed,12.0,32,11973,4.1,3,67,2.7,12.9,4.8,3,ideal,unhealthy
40.1,Normal Breed,10.8,22,5004,6.8,3,52,1.3,16.4,3.6,1,extremely firm,unhealthy
39.7,Normal Breed,5.3,39,5004,6.9,5,49,2.0,14.1,4.1,1,Black faece,healthy
38.5,Normal Breed,25.8,46,10928,4.5,5,60,2.8,14.3,5.9,2,ideal,healthy
38.5,Cross Breed,9.3,20,10817,7.2,5,45,2.4,13.6,4.5,4,ideal,unhealthy
37.8,Cross Breed,13.6,29,11601,3.6,5,78,1.6,14.0,6.0,3,ideal,healthy
39.3,Normal Breed,11.2,16,5004,7.2,3,51,1.3,16.4,3.7,1,ideal,unhealthy
40.0,Normal Breed,12.8,15,5004,7.2,5,44,3.0,16.4,3.0,2,Black faeces,unhealthy
39.9,Normal Breed,16.4,14,5004,4.8,5,51,3.2,15.5,4.2,2,ideal,unhealthy
38.5,Cross Breed,11.8,29,12346,4.0,3,46,3.7,13.9,4.5,3,ideal,healthy
38.5,Normal Breed,13.0,22,9389,7.2,5,48,3.3,14.3,4.7,2,ideal,unhealthy
38.6,Normal Breed,6.7,41,10813,4.1,5,81,3.1,14.1,6.2,4,ideal,healthy
40.5,Normal Breed,7.5,14,5290,7.2,2,49,1.3,15.3,5.7,2,extremely firm,unhealthy
39.8,Normal Breed,14.2,15,5004,6.7,3,52,1.9,16.4,3.8,3,extremely firm,unhealthy
40.3,Normal Breed,8.6,14,5004,6.9,3,49,1.5,12.6,4.3,2,extremely firm,unhealthy
38.1,Cross Breed,8.7,19,12119,3.9,3,75,2.2,13.4,3.2,3,Black faeces,unhealthy
38.5,Normal Breed,20.3,22,11673,3.9,3,74,3.4,14.3,4.4,2,ideal,healthy
39.2,Cross Breed,5.1,14,5136,7.2,3,55,1.6,16.4,4.1,3,very liquid faeces,unhealthy
38.4,Cross Breed,22.9,43,11487,3.4,5,83,2.2,14.2,6.3,3,ideal,healthy
38.5,Cross Breed,18.1,44,12095,4.5,5,60,2.8,15.2,6.4,3,Black faeces,healthy
38.1,Normal Breed,8.4,42,12209,4.2,5,55,2.2,14.6,3.4,2,ideal,healthy
38.9,Normal Breed,20.4,40,11844,3.1,5,70,3.6,14.1,5.2,3,ideal,healthy
39.3,Cross Breed,5.1,24,5004,6.0,3,51,1.3,16.4,5.4,1,Black faeces,unhealthy
38.7,Cross Breed,19.1,33,11765,4.3,5,73,3.5,14.0,5.9,2,ideal,healthy
38.2,Normal Breed,14.5,45,11739,3.7,2,68,2.4,14.8,4.0,2,ideal,unhealthy
39.6,Normal Breed,6.6,19,5454,6.7,3,47,1.3,16.3,4.2,1,ideal,unhealthy
38.7,Cross Breed,16.0,30,11014,4.7,2,79,1.9,13.0,6.1,3,ideal,healthy
38.5,Normal Breed,18.5,28,11052,4.6,5,83,4.5,14.8,5.6,3,ideal,healthy
38.5,Normal Breed,12.5,28,11228,3.9,5,73,2.5,14.2,6.8,2,ideal,unhealthy
38.8,Normal Breed,11.0,26,10504,4.5,2,59,1.6,13.8,6.4,2,extremely firm,unhealthy
40.6,Normal Breed,5.1,20,5004,6.9,3,41,3.3,15.8,3.0,2,Fresh blood in faeces,unhealthy
40.5,Cross Breed,6.0,14,5004,7.2,2,48,1.3,16.4,3.4,2,Black faeces,unhealthy
40.1,Normal Breed,11.3,23,5004,6.9,5,53,1.5,16.4,5.1,3,Black faece,unhealthy
38.2,Normal Breed,13.3,19,6802,3.9,5,45,3.7,16.3,4.0,4,ideal,unhealthy
38.6,Normal Breed,9.9,39,10490,4.1,3,77,2.1,16.4,4.9,4,Black faeces,healthy
38.6,Normal Breed,20.3,45,10618,4.1,3,77,3.2,14.5,6.1,3,ideal,healthy
38.4,Cross Breed,19.8,30,11672,4.1,5,74,3.2,13.0,5.4,1,ideal,healthy
38.4,Cross Breed,12.6,41,11231,4.6,5,72,2.7,14.0,6.3,2,ideal,healthy
38.5,Cross Breed,21.6,24,6265,3.9,3,43,2.5,7.1,4.2,2,ideal,healthy
38.6,Cross Breed,15.5,22,11604,4.5,2,41,2.0,14.1,6.3,2,very liquid faeces,unhealthy
40.0,Normal Breed,5.1,15,5004,7.2,5,58,1.8,16.4,3.1,3,Black faeces,unhealthy
39.8,Cross Breed,10.3,15,5004,6.8,2,49,1.6,16.0,3.0,3,ideal,unhealthy
38.4,Normal Breed,16.7,27,5004,4.3,3,83,2.6,13.5,4.1,2,extremely firm,unhealthy
38.5,Cross Breed,11.2,32,11319,4.2,3,63,3.3,13.1,5.1,2,ideal,healthy
38.2,Cross Breed,10.5,18,11779,7.2,3,53,2.3,14.2,5.5,2,Fresh blood in faeces,unhealthy
39.9,Normal Breed,8.3,14,5004,6.7,3,43,1.6,16.4,3.3,3,Black faeces,unhealthy
39.0,Normal Breed,12.3,17,5004,7.1,3,56,1.4,16.4,3.1,3,very liquid faeces,unhealthy
40.3,Normal Breed,9.5,22,5004,6.9,5,51,1.4,16.4,3.3,2,Fresh blood in faeces,unhealthy
39.5,Normal Breed,8.2,15,5004,6.5,1,53,1.4,15.5,3.0,1,Black faeces,unhealthy
38.7,Normal Breed,20.2,31,11453,4.5,5,61,3.2,13.7,5.2,3,ideal,healthy
38.3,Normal Breed,14.2,23,10790,3.5,3,75,1.8,13.0,5.0,3,extremely firm,unhealthy
40.0,Normal Breed,6.8,17,5004,7.2,3,54,2.0,16.4,3.0,3,Fresh blood in faeces,unhealthy
37.9,Normal Breed,25.4,37,11397,4.4,3,83,2.2,15.1,6.5,2,ideal,healthy
39.8,Normal Breed,7.3,18,11369,4.2,3,53,2.9,16.1,5.5,2,extremely firm,unhealthy
38.4,Normal Breed,14.5,19,5139,3.7,2,43,2.4,14.5,4.7,3,Fresh blood in faeces,unhealthy
39.6,Normal Breed,14.5,14,5004,7.2,2,47,1.8,16.4,3.9,2,extremely firm,unhealthy
40.2,Cross Breed,9.9,20,5004,6.9,4,51,1.3,15.3,3.0,2,very liquid faeces,unhealthy
38.5,Normal Breed,18.3,43,11388,3.4,1,75,2.6,13.6,4.5,2,ideal,healthy
39.9,Cross Breed,11.1,35,10678,6.9,3,54,2.8,16.0,4.6,3,Black faeces,unhealthy
39.5,Normal Breed,7.1,18,5259,6.6,5,54,1.3,12.9,6.1,2,Black faeces,healthy
40.1,Cross Breed,5.1,14,6417,6.7,2,52,4.0,14.6,4.9,3,Fresh blood in faeces,unhealthy
40.0,Cross Breed,18.3,36,6264,6.6,3,66,1.9,13.6,4.9,3,ideal,healthy
38.7,Normal Breed,7.0,31,11324,4.6,2,50,2.1,9.5,3.5,1,Black faeces,unhealthy
40.3,Normal Breed,13.8,16,5530,7.2,2,38,1.4,15.7,3.2,1,Fresh blood in faeces,unhealthy
39.1,Cross Breed,5.1,23,5004,7.2,3,55,1.3,16.4,3.8,3,extremely firm,unhealthy
39.1,Normal Breed,13.9,14,6103,7.2,3,50,1.3,16.4,4.1,1,extremely firm,unhealthy
39.7,Normal Breed,10.8,25,5004,7.2,2,48,1.3,16.4,3.0,1,ideal,unhealthy
38.3,Normal Breed,12.3,49,10993,3.8,3,83,2.3,14.4,5.5,3,ideal,healthy
38.5,Normal Breed,13.2,33,10782,4.6,3,62,2.8,13.3,5.2,2,ideal,healthy
39.4,Normal Breed,5.1,14,5248,6.5,5,46,1.5,16.4,3.0,1,Black faeces,unhealthy
38.3,Normal Breed,21.1,45,11696,2.9,5,83,3.1,13.1,5.6,2,ideal,healthy
40.4,Normal Breed,11.0,22,10463,4.5,3,54,3.2,14.3,4.4,3,Black faeces,unhealthy
38.6,Cross Breed,20.5,45,10239,4.7,3,83,4.1,15.3,6.2,3,ideal,healthy
39.5,Normal Breed,8.2,14,5004,7.2,3,47,1.3,16.4,3.0,1,Black faeces,unhealthy
39.1,Normal Breed,5.3,14,5004,7.2,2,52,2.2,16.3,3.0,3,extremely firm,unhealthy
40.0,Cross Breed,17.7,19,11492,3.8,3,83,3.7,14.5,5.0,2,ideal,healthy
39.7,Normal Breed,6.0,14,5053,6.6,3,43,1.3,16.4,3.0,2,Black faeces,unhealthy
40.2,Normal Breed,16.7,36,10260,3.5,2,75,1.9,13.1,6.8,2,ideal,healthy
39.9,Normal Breed,10.9,21,6261,7.2,5,62,1.3,15.0,3.0,2,Black faeces,unhealthy
38.5,Normal Breed,10.4,14,5724,7.0,5,46,2.9,13.7,3.6,1,Fresh blood in faeces,unhealthy
38.9,Normal Breed,19.6,40,10078,4.1,3,80,2.5,12.8,4.5,3,ideal,healthy
39.8,Cross Breed,7.7,14,11018,7.0,2,52,1.5,14.6,3.9,3,Fresh blood in faeces,unhealthy
39.8,Cross Breed,5.1,14,5181,7.2,5,49,1.7,16.4,5.6,1,extremely firm,unhealthy
39.2,Cross Breed,5.1,14,5004,6.5,3,51,1.6,12.8,5.4,3,ideal,unhealthy
38.5,Cross Breed,16.8,27,12559,3.6,5,72,3.8,14.0,4.9,2,Black faeces,healthy
39.4,Normal Breed,5.1,15,5004,7.2,3,51,1.3,16.0,3.0,3,extremely firm,unhealthy
38.2,Normal Breed,25.6,26,12390,3.5,5,81,2.0,14.2,5.0,1,ideal,healthy
37.9,Cross Breed,9.3,39,11782,4.0,5,83,3.4,14.2,6.2,2,ideal,healthy
38.0,Normal Breed,11.5,46,12343,4.7,2,72,3.7,14.7,5.6,3,ideal,healthy
39.9,Normal Breed,5.1,15,5004,7.2,3,55,1.9,16.4,4.0,1,Fresh blood in faeces,unhealthy
39.8,Normal Breed,13.5,19,5004,6.7,3,56,2.3,14.8,3.9,3,ideal,unhealthy
40.3,Cross Breed,11.8,14,5810,6.1,3,43,1.3,15.1,5.4,3,extremely firm,unhealthy
39.8,Normal Breed,16.2,14,11135,7.2,3,51,1.3,14.8,6.2,1,Fresh blood in faeces,unhealthy
39.9,Cross Breed,5.1,26,10871,6.5,5,56,1.7,16.3,5.8,3,ideal,unhealthy
39.6,Normal Breed,12.0,15,5004,7.0,2,44,1.4,16.4,4.0,1,Black faeces,unhealthy
38.6,Cross Breed,20.4,29,12608,4.1,5,80,2.5,13.7,6.7,3,ideal,healthy
40.5,Normal Breed,14.6,17,5004,7.2,2,49,1.6,16.4,4.2,1,Fresh blood in faeces,unhealthy
38.8,Normal Breed,12.9,47,11322,4.3,5,69,2.7,15.1,6.7,2,ideal,healthy
40.0,Normal Breed,14.0,20,5004,4.1,2,50,1.4,16.4,5.9,2,Black faeces,unhealthy
39.4,Normal Breed,5.4,19,5004,6.6,2,53,1.6,16.4,3.4,3,extremely firm,unhealthy
38.4,Cross Breed,12.9,42,11466,4.1,3,81,2.2,13.8,6.1,4,ideal,healthy
39.8,Normal Breed,8.2,14,5004,7.2,2,52,2.5,16.2,3.0,2,extremely firm,unhealthy
39.5,Normal Breed,5.1,16,5471,6.4,5,49,1.7,16.0,3.0,3,extremely firm,unhealthy
38.3,Cross Breed,20.3,29,12287,4.3,2,79,2.6,12.2,5.7,2,ideal,healthy
38.2,Cross Breed,21.8,26,11961,4.8,2,83,2.1,13.2,5.6,3,ideal,healthy
40.3,Normal Breed,14.4,26,5681,4.5,2,64,1.6,14.5,4.5,2,very liquid faeces,unhealthy
38.2,Normal Breed,12.0,21,11198,6.9,3,80,1.7,14.8,5.0,3,ideal,healthy
40.1,Cross Breed,10.5,17,5004,6.4,2,56,1.3,14.8,6.1,2,very liquid faeces,healthy
38.6,Cross Breed,13.1,26,12098,4.7,2,78,3.6,13.6,6.5,3,ideal,healthy
39.7,Cross Breed,11.1,25,5004,6.6,2,56,1.3,16.4,3.0,3,Fresh blood in faeces,unhealthy
38.5,Cross Breed,12.0,43,11363,4.3,2,83,3.1,13.5,6.2,3,ideal,healthy
39.5,Cross Breed,10.8,14,5004,7.2,5,54,1.7,16.4,3.8,3,ideal,unhealthy
40.6,Normal Breed,5.1,14,5004,7.2,2,53,1.3,16.4,4.3,3,Black faece,unhealthy
38.7,Normal Breed,21.5,15,5789,3.7,2,82,2.6,13.8,5.6,2,Black faece,unhealthy
39.1,Normal Breed,13.3,18,5823,7.0,5,46,2.1,16.0,3.0,2,Fresh blood in faeces,unhealthy
39.8,Cross Breed,11.7,15,5338,4.0,5,46,1.3,13.3,6.8,2,Black faeces,unhealthy
39.2,Cross Breed,5.1,14,5004,6.5,2,46,2.1,16.4,3.0,2,Fresh blood in faeces,unhealthy
38.3,Cross Breed,11.1,24,11148,6.9,2,79,1.3,13.1,5.8,2,Black faeces,unhealthy
39.8,Normal Breed,8.2,14,5004,7.1,2,54,2.1,16.4,3.0,3,Black faeces,unhealthy
38.5,Cross Breed,9.3,19,10872,4.5,3,83,2.1,13.7,5.8,2,Black faece,healthy
40.5,Normal Breed,5.1,14,5946,6.9,5,49,1.9,16.4,3.0,4,ideal,unhealthy
38.5,Normal Breed,18.0,40,11700,4.6,3,83,1.9,14.9,6.8,4,ideal,healthy
38.2,Normal Breed,17.3,35,11315,4.0,2,72,2.3,14.7,6.5,2,ideal,healthy
40.1,Cross Breed,7.3,16,5004,6.9,3,48,2.2,15.0,3.0,2,extremely firm,unhealthy
40.3,Normal Breed,9.8,22,5004,7.2,2,47,1.3,14.1,4.7,2,Fresh blood in faeces,unhealthy
38.9,Normal Breed,18.6,46,10586,4.5,2,72,3.2,13.4,5.4,2,ideal,healthy
39.8,Normal Breed,5.1,20,5022,6.7,5,52,1.3,16.4,3.0,1,very liquid faeces,unhealthy
39.7,Normal Breed,12.4,20,5004,6.9,3,51,1.6,14.1,3.7,2,ideal,unhealthy
40.1,Cross Breed,11.3,14,5004,6.8,3,49,1.3,16.0,3.7,2,Fresh blood in faeces,unhealthy
39.2,Cross Breed,12.0,14,6016,6.8,2,50,1.4,15.7,3.0,3,extremely firm,unhealthy
38.5,Normal Breed,10.3,30,10757,3.8,5,69,2.6,14.5,3.7,3,ideal,healthy
39.6,Normal Breed,5.1,28,5004,6.7,3,51,1.3,16.4,4.5,1,Black faeces,unhealthy
38.6,Normal Breed,10.5,23,10978,4.3,5,69,2.4,13.9,4.9,3,Black faeces,healthy
37.9,Normal Breed,22.5,41,10747,3.5,3,82,2.6,14.7,3.1,3,Black faeces,healthy
40.3,Cross Breed,5.2,14,5004,7.1,3,55,2.3,16.4,3.0,2,extremely firm,unhealthy
40.1,Cross Breed,13.1,18,5004,7.2,5,48,2.5,14.3,3.3,4,ideal,healthy
38.5,Cross Breed,7.8,30,11618,4.3,2,68,2.7,12.4,3.1,3,ideal,unhealthy
39.6,Cross Breed,5.1,18,5418,7.0,2,52,1.6,16.4,3.0,2,very liquid faeces,unhealthy
38.9,Cross Breed,5.1,14,5558,7.2,3,53,1.3,16.4,3.5,3,very liquid faeces,unhealthy
39.8,Cross Breed,5.1,14,5558,7.2,3,47,1.5,16.1,3.0,3,extremely firm,unhealthy
40.1,Cross Breed,5.1,14,5004,7.2,2,49,1.8,15.3,3.9,2,very liquid faeces,unhealthy
39.8,Normal Breed,10.0,22,5004,6.9,5,42,1.3,16.4,3.7,1,ideal,unhealthy
39.6,Cross Breed,5.7,14,5744,7.2,2,49,1.4,15.9,4.3,2,Fresh blood in faeces,unhealthy
39.4,Cross Breed,6.6,23,5109,6.4,2,46,1.3,16.2,3.6,2,extremely firm,unhealthy
38.6,Cross Breed,19.4,32,12047,3.1,2,75,2.0,13.6,5.0,3,ideal,healthy
39.8,Cross Breed,5.1,14,5004,6.1,3,42,1.3,16.4,3.8,2,extremely firm,unhealthy
39.4,Normal Breed,7.1,15,5004,7.2,5,44,1.8,15.6,4.1,2,ideal,unhealthy
39.4,Normal Breed,5.1,18,5040,7.0,2,52,1.3,16.4,3.6,3,very liquid faeces,unhealthy
38.8,Cross Breed,7.8,23,11234,3.5,2,59,1.8,11.1,5.7,3,ideal,unhealthy
38.5,Cross Breed,20.3,29,10679,4.2,5,67,2.9,14.7,5.7,4,ideal,healthy
40.2,Normal Breed,13.0,14,5004,7.2,2,49,1.6,16.1,5.4,2,Fresh blood in faeces,unhealthy
40.3,Cross Breed,7.6,17,5004,6.9,3,46,2.7,15.8,3.2,3,very liquid faeces,unhealthy
38.7,Normal Breed,12.2,36,10915,4.9,2,78,2.2,13.7,5.6,3,ideal,healthy
40.0,Normal Breed,5.1,33,5510,6.2,3,56,1.4,15.2,3.0,3,Fresh blood in faeces,unhealthy
38.7,Normal Breed,23.0,46,10794,4.2,3,75,3.3,14.8,5.2,2,ideal,healthy
38.3,Normal Breed,16.6,25,12163,3.9,5,58,4.0,13.1,4.9,3,ideal,healthy
40.1,Cross Breed,5.1,15,5004,7.2,2,53,1.3,16.2,4.2,1,Black faeces,unhealthy
39.7,Normal Breed,12.4,18,6799,6.6,2,50,1.7,15.4,4.6,3,Black faeces,unhealthy
38.6,Cross Breed,22.7,27,11946,4.7,3,54,2.7,13.0,5.3,2,very liquid faeces,healthy
39.6,Normal Breed,6.2,14,11381,6.6,2,42,3.3,15.1,3.8,3,ideal,healthy
38.2,Normal Breed,21.2,14,7564,3.8,2,52,1.3,14.5,4.1,2,ideal,healthy
39.6,Normal Breed,6.1,17,5169,6.8,3,47,1.3,16.4,3.0,2,Fresh blood in faeces,unhealthy
38.5,Normal Breed,23.7,18,5004,4.9,2,56,1.8,14.1,5.5,2,extremely firm,unhealthy
40.1,Cross Breed,10.6,17,5665,7.2,3,55,1.8,14.2,4.6,2,extremely firm,unhealthy
40.0,Cross Breed,5.5,14,5004,7.2,3,48,1.6,16.1,3.3,1,very liquid faeces,unhealthy
39.6,Normal Breed,12.7,23,11818,4.6,5,49,2.0,13.9,5.4,2,ideal,healthy
37.7,Normal Breed,11.8,21,11191,3.4,5,83,2.2,15.0,4.2,2,ideal,healthy
38.5,Normal Breed,25.1,35,11811,4.2,2,63,1.9,12.7,5.9,2,ideal,unhealthy
38.3,Normal Breed,16.2,30,5004,6.7,5,76,1.9,16.4,4.5,2,Black faeces,unhealthy
38.0,Cross Breed,12.7,27,10431,3.8,3,83,3.1,14.1,7.0,3,ideal,healthy
39.0,Normal Breed,8.3,40,11450,4.6,5,59,2.2,13.6,5.2,5,ideal,unhealthy
39.8,Cross Breed,6.6,14,5004,7.2,5,52,1.3,16.4,6.9,3,Black faeces,unhealthy
40.0,Normal Breed,11.4,17,5004,7.2,2,42,1.3,14.7,3.4,3,Black faeces,unhealthy
38.0,Cross Breed,23.9,32,11127,3.8,5,79,2.4,14.2,5.1,2,ideal,healthy
38.3,Normal Breed,13.3,17,11972,4.9,3,60,4.1,14.0,5.3,3,ideal,healthy
39.3,Normal Breed,12.4,16,5563,7.0,2,46,1.7,16.4,3.8,1,Fresh blood in faeces,healthy
40.6,Cross Breed,12.3,25,10412,4.1,2,83,2.2,13.7,5.6,2,ideal,healthy
38.4,Normal Breed,12.3,32,10970,3.7,2,57,3.1,13.6,3.0,1,extremely firm,healthy
39.6,Normal Breed,5.1,17,5004,7.1,2,52,2.0,16.0,3.0,3,Fresh blood in faeces,unhealthy
38.1,Cross Breed,19.6,44,10968,4.7,2,82,3.3,13.9,4.4,3,ideal,healthy
40.6,Normal Breed,22.6,17,11128,4.4,1,72,3.2,14.2,4.3,1,extremely firm,unhealthy
38.6,Cross Breed,19.8,33,11917,3.6,5,78,2.5,14.0,3.6,3,ideal,unhealthy
39.7,Cross Breed,9.5,19,5004,7.0,3,55,1.3,16.1,3.0,2,Black faeces,unhealthy
38.8,Normal Breed,10.1,23,10196,4.3,3,80,2.6,14.7,5.5,2,ideal,healthy
38.3,Cross Breed,12.1,23,11629,4.1,2,78,3.6,14.8,5.9,3,ideal,healthy
38.4,Cross Breed,12.5,14,12522,3.7,3,78,3.5,14.2,6.0,1,ideal,healthy
38.5,Normal Breed,22.0,36,11192,3.9,2,76,3.3,14.3,3.4,3,ideal,healthy
39.7,Cross Breed,10.7,14,5131,7.2,2,48,2.1,14.0,4.2,1,ideal,unhealthy
39.4,Normal Breed,5.1,14,5422,7.1,3,38,1.4,16.3,3.0,3,very liquid faeces,unhealthy
39.5,Normal Breed,6.1,23,5052,7.2,1,53,1.3,16.4,3.1,3,Fresh blood in faeces,healthy
39.9,Cross Breed,5.1,14,5004,7.2,5,38,1.3,15.6,3.0,2,extremely firm,unhealthy
40.1,Cross Breed,11.4,14,5004,3.7,1,56,2.6,15.5,5.9,2,Fresh blood in faeces,unhealthy
39.5,Normal Breed,6.9,21,5004,7.2,3,43,1.8,15.8,3.6,2,ideal,unhealthy
40.6,Cross Breed,13.3,38,10435,4.9,5,62,2.3,13.2,6.3,2,ideal,unhealthy
